id	university	publications	publications_frac	top_pubs	top_pubs_frac	collaboration	oa	country_iso_num_code	wikipedia_url	established_year	page_id	namespace	title	is_redirect	is_new	touched	links_updated	latest	len	content_model	page_edits	creation	editors	views	references	langlinks	univ_age	page_age	pp_top	1y_views	2y_views
677	Linköping Univ	8148	3665	1100	387	6732	5467	752.0	Linköping_University	1969.0	165529	0	Linköping_University	0	0	20210626180758	20210623121853.0	1023576164	18244	wikitext	412.0	2001-05-10	202.0	4774.0	20.0	32	52.0	20	0.13500245459008345	30377	68239
678	Luleå Univ Technol	2806	1310	301	113	2313	1222	752.0	Luleå_University_of_Technology	1971.0	216885	0	Luleå_University_of_Technology	0	0	20210628063902	20210628064020.0	1009802858	5788	wikitext	188.0	2003-04-26	120.0	3396.0	1.0	14	50.0	18	0.10727013542409124	21229	46513
679	Lund Univ	19377	8251	2854	900	15988	12780	752.0	Lund_University	1666.0	17843	0	Lund_University	0	0	20210630142813	20210630143628.0	1031239569	57427	wikitext	1321.0	2002-02-25	602.0	24049.0	34.0	58	355.0	19	0.14728802188161222	133029	279346
682	Örebro Univ	2518	969	369	96	2150	1585	752.0	Örebro_University	1977.0	216966	0	Örebro_University	0	0	20210630180607	20210630180734.0	1024580391	9004	wikitext	187.0	2003-04-26	76.0	2009.0	3.0	19	44.0	18	0.1465448768864178	12224	25738
684	Karolinska Inst	23911	8447	4040	1095	21731	16744	752.0	Karolinska_Institutet	1810.0	216908	0	Karolinska_Institute	0	0	20210626180826	20210623122303.0	1022761360	33662	wikitext	658.0	2003-04-26	323.0	14952.0	33.0	53	211.0	18	0.16895989293630548	77457	159592
685	KTH Royal Inst Technol	11355	4474	1414	474	9766	6659	752.0	Royal_Institute_of_Technology	1827.0	25609	0	KTH_Royal_Institute_of_Technology	0	0	20210626180528	20210626065745.0	1030486341	28175	wikitext	956.0	2001-05-19	432.0	17254.0	10.0	30	194.0	20	0.12452664024658741	91689	177418
687	Stockholm Univ	11198	3904	1839	502	9906	8029	752.0	Stockholm_University	1878.0	27157	0	Stockholm_University	0	0	20210626180529	20210623122127.0	1029328286	23289	wikitext	557.0	2001-05-19	286.0	8057.0	17.0	50	143.0	20	0.16422575459903554	48004	108546
688	Umeå Univ	7643	3164	1021	285	6410	5050	752.0	Umeå_University	1965.0	31798	0	Umeå_University	0	0	20210628143806	20210628144041.0	1030879909	24266	wikitext	418.0	2002-02-25	198.0	5926.0	21.0	40	56.0	19	0.13358628810676437	33001	64336
689	Uppsala Univ	18642	7205	2642	772	15910	12273	752.0	Uppsala_University	1477.0	31801	0	Uppsala_University	0	0	20210627082740	20210626212150.0	1029306119	55508	wikitext	973.0	2001-05-20	505.0	23337.0	20.0	70	544.0	20	0.14172299109537603	118844	250624
690	Univ Basel	12666	4956	2194	733	10947	8698	756.0	University_of_Basel	1460.0	427614	0	University_of_Basel	0	0	20210626180954	20210623124301.0	1024911501	30689	wikitext	471.0	2004-01-11	220.0	16790.0	30.0	46	561.0	17	0.1732196431391126	73300	141361
693	Univ Bern	15756	5855	2666	738	13721	10840	756.0	University_of_Bern	1834.0	1157515	0	University_of_Bern	0	0	20210627082755	20210624131035.0	1021150035	32804	wikitext	296.0	2004-11-11	173.0	6788.0	19.0	39	187.0	17	0.16920538207666921	45388	88940
695	Univ Fribourg	3031	1093	416	118	2669	2540	756.0	University_of_Fribourg	1889.0	535267	0	University_of_Fribourg	0	0	20210630195545	20210630213534.0	1031156485	22691	wikitext	463.0	2004-03-18	200.0	6088.0	14.0	28	132.0	17	0.1372484328604421	33588	63659
696	Univ Geneva	13534	4982	2330	682	11785	9703	756.0	University_of_Geneva	1559.0	342348	0	University_of_Geneva	0	0	20210629081319	20210629081806.0	1031010648	38266	wikitext	741.0	2003-10-16	358.0	12161.0	49.0	53	462.0	18	0.17215900694547068	74837	162388
697	Ecole Polytech Féd Lausanne	13661	5704	2596	1076	11430	9558	756.0	École_Polytechnique_Fédérale_de_Lausanne		71968	0	École_Polytechnique_Fédérale_de_Lausanne	0	0	20210628143746	20210628143818.0	1030483682	47541	wikitext	1228.0	2002-08-15	605.0	23263.0	48.0	35		19	0.1900300124441842	128626	264779
698	Univ Lausanne	11198	4334	1989	597	9731	7712	756.0	University_of_Lausanne	1537.0	79810	0	University_of_Lausanne	0	0	20210626180551	20210623121312.0	1027066321	28038	wikitext	541.0	2002-09-03	271.0	9284.0	4.0	43	484.0	19	0.17762100375066978	55948	109070
703	ETH Zurich	23081	9529	4360	1683	19670	15410	756.0	ETH_Zurich	1855.0	210910	0	ETH_Zurich	0	0	20210626180822	20210625132618.0	1030363096	40095	wikitext	1356.0	2003-04-15	727.0	58562.0	33.0	64	166.0	18	0.18889996100688877	287745	626200
704	Univ Zurich	20870	8341	3757	1185	18025	15045	756.0	University_of_Zurich	1833.0	314803	0	University_of_Zurich	0	0	20210630195539	20210630204614.0	1023451752	24983	wikitext	630.0	2003-09-09	352.0	17542.0	23.0	61	188.0	18	0.18001916626736944	93491	206763
705	Çukurova Univ	2633	1264	194	64	1947	1084	792.0	Çukurova_University	1973.0	1080251	0	Çukurova_University	0	0	20210626181410	20210623163031.0	1014544726	17063	wikitext	153.0	2004-10-18	87.0	2301.0	4.0	6	48.0	17	0.07368021268515001	14600	27828
706	Sakarya Univ	1826	1123	102	57	1152	563	792.0	Sakarya_University	1970.0	7275247	0	Sakarya_University	0	0	20210626183230	20210627033649.0	994753454	15503	wikitext	257.0	2006-10-03	103.0	2603.0	3.0	7	51.0	15	0.05585980284775466	15722	28354
707	Ankara Univ	4561	2059	339	87	3639	1988	792.0	Ankara_University	1946.0	1935462	0	Ankara_University	0	0	20210626181858	20210623123046.0	1027283377	23112	wikitext	434.0	2005-05-24	182.0	4943.0	9.0	32	75.0	16	0.07432580574435431	32095	60128
708	Bilkent Univ	1988	1132	192	102	1473	1868	792.0	Bilkent_University	1984.0	708203	0	Bilkent_University	0	0	20210626181139	20210623124503.0	1027283818	17890	wikitext	652.0	2004-06-06	337.0	8393.0	18.0	18	37.0	17	0.096579476861167	46065	88173
710	Gazi Univ	3918	2060	267	119	3033	1068	792.0	Gazi_University	1926.0	2485180	0	Gazi_University	0	0	20210627153121	20210627153551.0	1023286390	12617	wikitext	235.0	2005-08-18	146.0	3713.0	3.0	15	95.0	16	0.0681470137825421	20376	37054
711	Hacettepe Univ	5977	3088	501	181	4363	2205	792.0	Hacettepe_University	1967.0	1120186	0	Hacettepe_University	0	0	20210626181421	20210623123533.0	1025394467	17365	wikitext	367.0	2004-10-31	192.0	6811.0	11.0	17	54.0	17	0.08382131504099047	37957	70363
712	Middle E Tech Univ	4373	2242	362	140	3297	1612	792.0	Middle_East_Technical_University	1956.0	515839	0	Middle_East_Technical_University	0	0	20210626181026	20210623124825.0	1025609470	67638	wikitext	1008.0	2004-03-09	492.0	11527.0	52.0	27	65.0	17	0.08278069974845643	73300	140252
715	Akdeniz Univ	2076	1212	111	64	1388	651	792.0	Akdeniz_University	1982.0	8771994	0	Akdeniz_University	0	0	20210626183510	20210623132745.0	1026992457	6019	wikitext	126.0	2007-01-05	65.0	2467.0	2.0	10	39.0	14	0.05346820809248555	15290	28977
718	Bursa Uludağ Univ	1987	1080	103	46	1366	811	792.0	Bursa_Uludağ_University		13112411	0	Bursa_Uludağ_University	0	0	20210626184130	20210626200056.0	1024222797	2399	wikitext	114.0	2007-09-05	72.0	1718.0	1.0	5		14	0.051836940110719675	10028	19972
719	Pamukkale Univ	1422	809	109	56	972	371	792.0	Pamukkale_University	1992.0	1864200	0	Pamukkale_University	0	0	20210626181840	20210623123218.0	1026995571	7544	wikitext	94.0	2005-05-09	53.0	1052.0	1.0	5	29.0	16	0.07665260196905767	7415	15437
722	Fırat Univ	2103	1210	169	84	1507	589	792.0	Fırat_University	1975.0	15586142	0	Fırat_University	0	0	20210630235338	20210630235355.0	1020787181	3064	wikitext	133.0	2008-02-04	79.0	1016.0		7	46.0	13	0.08036138849262958	7377	14921
723	Atatürk Univ	2724	1497	174	91	2096	746	792.0	Atatürk_University	1957.0	16287367	0	Atatürk_University	0	0	20210630235338	20210630235356.0	1011382456	8395	wikitext	84.0	2008-03-14	60.0	2002.0	1.0	10	64.0	13	0.06387665198237885	13219	29535
726	Süleyman Demirel Univ	1779	1072	102	52	1217	527	792.0	Süleyman_Demirel_University	1992.0	5705865	0	Süleyman_Demirel_University	0	0	20210630235338	20210630235357.0	1021657177	20721	wikitext	254.0	2006-06-25	86.0	1349.0	23.0	6	29.0	15	0.05733558178752108	10966	22286
727	Boğaziçi Univ	2626	904	262	59	2175	1611	792.0	Boğaziçi_University	1863.0	606778	0	Boğaziçi_University	0	0	20210630084301	20210630084337.0	1025502030	29641	wikitext	1161.0	2004-03-17	464.0	11761.0	11.0	31	158.0	17	0.09977151561309977	74297	125615
730	İstanbul Tech Univ	4619	2557	363	165	3224	1477	792.0	Istanbul_Technical_University	1773.0	743431	0	Istanbul_Technical_University	0	0	20210630084300	20210630084534.0	1031007928	36395	wikitext	910.0	2004-06-22	447.0	7849.0	55.0	36	248.0	17	0.07858843905607274	47559	90994
731	İstanbul Univ	6816	3651	476	149	5008	2579	792.0	Istanbul_University	1453.0	699393	0	Istanbul_University	0	0	20210630235338	20210630235358.0	1029939940	24642	wikitext	661.0	2004-05-27	329.0	16596.0	18.0	50	568.0	17	0.0698356807511737	83085	150401
732	Marmara Univ	3206	1391	228	54	2574	1353	792.0	Marmara_University	1883.0	622980	0	Marmara_University	0	0	20210630074744	20210630075006.0	1026832844	21258	wikitext	480.0	2004-04-28	201.0	9074.0	5.0	28	138.0	17	0.07111665626949469	41891	74407
735	Yıldız Tech Univ	2851	1674	195	93	1903	777	792.0	Yıldız_Technical_University	1911.0	3784356	0	Yıldız_Technical_University	0	0	20210630084301	20210630084532.0	1030739158	14571	wikitext	308.0	2006-01-20	161.0	4228.0	21.0	21	110.0	15	0.06839705366538057	22170	44146
736	Dokuz Eylül Univ	3083	1726	177	66	2185	924	792.0	Dokuz_Eylül_University	1982.0	1883223	0	Dokuz_Eylül_University	0	0	20210630235338	20210630235356.0	1026100782	5375	wikitext	278.0	2005-05-13	138.0	4117.0	1.0	9	39.0	16	0.057411612066169314	23276	44411
737	Ege Univ	3797	2203	232	92	2616	1263	792.0	Ege_University	1955.0	4911181	0	Ege_University	0	0	20210626182755	20210623133650.0	1022979421	8706	wikitext	169.0	2006-04-27	114.0	4598.0		8	66.0	15	0.061100869107189884	21825	42644
739	Selçuk Univ	2180	1098	150	64	1695	588	792.0	Selçuk_University	1975.0	10066296	0	Selçuk_University	0	0	20210626183650	20210627032149.0	1022231204	9011	wikitext	113.0	2007-03-15	74.0	1997.0	4.0	6	46.0	14	0.06880733944954129	12898	22724
740	Erciyes Univ	2498	1454	184	98	1745	728	792.0	Erciyes_University	1978.0	3748597	0	Erciyes_University	0	0	20210626182513	20210623132711.0	1028508027	10151	wikitext	163.0	2006-01-17	97.0	2999.0		5	43.0	15	0.07365892714171338	16959	30496
741	Kocaeli Univ	1473	899	75	41	929	459	792.0	Kocaeli_University	1976.0	7947982	0	Kocaeli_University	0	0	20210626183346	20210626031238.0	951624349	3259	wikitext	141.0	2006-11-15	66.0	1255.0		6	45.0	15	0.05091649694501019	9308	18206
743	İnönü Univ	1549	890	56	30	1116	431	792.0	İnönü_University	1975.0	5155032	0	İnönü_University	0	0	20210626182817	20210623171714.0	1029908434	10648	wikitext	207.0	2006-05-15	81.0	912.0		5	46.0	15	0.036152356358941255	6317	12612
747	Samsun Ondokuz Mayis Univ	1925	1033	90	34	1434	588	792.0	Ondokuz_Mayıs_University	1975.0	12098780	0	Ondokuz_Mayıs_University	0	0	20210626183941	20210626202504.0	991557186	18241	wikitext	71.0	2007-07-05	39.0	2033.0	1.0	1	46.0	14	0.046753246753246755	11650	25026
749	Karadeniz Tech Univ	2149	1287	151	71	1470	536	792.0	Karadeniz_Technical_University	1955.0	1930720	0	Karadeniz_Technical_University	0	0	20210626181857	20210623122947.0	994381168	17724	wikitext	171.0	2005-05-23	78.0	1538.0	6.0	8	66.0	16	0.07026523964634714	10622	22073
750	Yüzüncü Yıl Univ	1485	875	55	31	1011	424	792.0	Yüzüncü_Yıl_University	1982.0	8519814	0	Van_Yüzüncü_Yıl_University	0	0	20210626183448	20210626205613.0	994920612	6047	wikitext	70.0	2006-12-19	36.0	729.0	3.0	2	39.0	15	0.037037037037037035	4776	10530
781	Queen's Univ Belfast	8420	3271	1275	414	7223	7060	826.0	Queen's_University_Belfast	1810.0	322010	0	Queen's_University_Belfast	0	0	20210626180908	20210623123002.0	1022264044	50478	wikitext	1536.0	2003-09-19	653.0	26761.0	57.0	32	211.0	18	0.1514251781472684	145600	329622
785	Univ Sussex	6217	2247	1080	317	5297	5331	826.0	University_of_Sussex	1961.0	32045	0	University_of_Sussex	0	0	20210626180531	20210625104145.0	1030345487	87249	wikitext	2768.0	2001-09-28	794.0	29932.0	170.0	38	60.0	20	0.17371722695834005	168476	351903
790	Aston Univ	2669	904	388	119	2420	2399	826.0	Aston_University	1895.0	210156	0	Aston_University	0	0	20210627100005	20210627100228.0	1026362154	46658	wikitext	1682.0	2003-04-14	656.0	15461.0	51.0	23	126.0	18	0.14537279880104909	82193	176920
793	Univ Huddersfield	1876	850	213	83	1520	1665	826.0	University_of_Huddersfield	1825.0	703692	0	University_of_Huddersfield	0	0	20210630071831	20210630072429.0	1031188058	46029	wikitext	917.0	2004-06-04	406.0	9854.0	62.0	14	196.0	17	0.11353944562899787	60756	152262
794	Lancaster Univ	7080	2515	1196	344	6141	6416	826.0	University_of_lancaster		316977	0	Lancaster_University	0	0	20210630144054	20210630144047.0	1031241565	76275	wikitext	2469.0	2003-09-12	850.0	36257.0	93.0	33		18	0.16892655367231638	123185	264346
796	Northumbria Univ	3216	1170	450	143	2866	2804	826.0	Northumbria_University	1992.0	816236	0	Northumbria_University	0	0	20210630052639	20210630052848.0	1031173790	36612	wikitext	1042.0	2004-07-13	587.0	19902.0	45.0	21	29.0	17	0.13992537313432835	102035	234414
797	Univ E Anglia	5648	2062	1065	306	4950	5210	826.0	University_of_East_Anglia	1963.0	197027	0	University_of_East_Anglia	0	0	20210626212138	20210626220736.0	1029565598	88521	wikitext	3482.0	2003-03-16	816.0	29837.0	140.0	35	58.0	18	0.18856232294617564	162424	351086
800	Univ Reading	5244	2223	870	293	4405	4656	826.0	University_of_Reading	1926.0	476468	0	University_of_Reading	0	0	20210629143844	20210629144130.0	1031052434	56658	wikitext	2025.0	2004-02-19	796.0	18658.0	76.0	27	95.0	17	0.16590389016018306	136208	263564
802	Univ St Andrews	6374	2183	1008	291	5720	5820	826.0	University_of_St_Andrews	1410.0	181348	0	University_of_St_Andrews	0	0	20210629135715	20210629140335.0	1029998696	130969	wikitext	3616.0	2003-02-10	1521.0	72045.0	187.0	55	611.0	18	0.1581424537182303	332555	718019
807	Politecnico Bari	2051	800	319	112	1703	1170	380.0	Polytechnic_University_of_Bari	1990.0	4957696	0	Polytechnic_University_of_Bari	0	0	20210626182801	20210623133932.0	1003193754	3425	wikitext	79.0	2006-04-30	42.0	1295.0		7	31.0	15	0.15553388590931252	7763	15239
811	Univ Insubria	2742	940	362	99	2512	1385	380.0	University_of_Insubria	1998.0	4946009	0	University_of_Insubria	0	0	20210626182759	20210623134057.0	1011571053	10922	wikitext	194.0	2006-04-29	76.0	1891.0	1.0	10	23.0	15	0.13202042304886943	9820	19883
812	Univ Perugia	7208	2733	973	305	6322	3796	380.0	University_of_Perugia	1308.0	1946187	0	University_of_Perugia	0	0	20210627001535	20210627001956.0	1007982434	8960	wikitext	131.0	2005-05-26	87.0	3088.0		23	713.0	16	0.1349889012208657	17563	36510
813	Univ Salerno	5260	2256	663	240	4415	2327	380.0	University_of_Salerno	1968.0	2154853	0	University_of_Salerno	0	0	20210626235848	20210627000234.0	1017990721	4286	wikitext	104.0	2005-07-02	71.0	2370.0	1.0	13	53.0	16	0.12604562737642586	12367	25470
818	Vita-Salute San Raffaele Univ	3004	1317	506	170	2518	1477	380.0	Vita-Salute_San_Raffaele_University	1996.0	4933941	0	Vita-Salute_San_Raffaele_University	0	0	20210629155957	20210629155957.0	1031062869	5336	wikitext	85.0	2006-04-28	48.0	1397.0		5	25.0	15	0.16844207723035953	8989	20413
846	King's Coll London	22036	8401	4337	1394	19273	18375	826.0	King's_College_London	1829.0	158483	0	King's_College_London	0	0	20210629122559	20210629124623.0	1031010220	214914	wikitext	5042.0	2002-12-16	1412.0	84296.0	313.0	53	192.0	19	0.19681430386640045	419722	916077
848	Bangor Univ	2604	972	445	120	2355	2207	826.0	Bangor_University	1884.0	23820776	0	Bangor_University	0	0	20210629215335	20210629215636.0	1029362351	55052	wikitext	1305.0	2002-12-31	609.0	16689.0	74.0	22	137.0	19	0.17089093701996927	77098	168724
849	Cardiff Univ	11627	4741	1906	611	9790	10303	826.0	Cardiff_University	1883.0	338169	0	Cardiff_University	0	0	20210626180917	20210623125526.0	1027854097	64279	wikitext	1871.0	2003-10-10	710.0	22240.0	88.0	36	138.0	18	0.16392878644534273	134617	278062
854	Swed Univ Agr Sci	6467	2561	1010	303	5678	4058	752.0	Swedish_University_of_Agricultural_Sciences	1977.0	216906	0	Swedish_University_of_Agricultural_Sciences	0	0	20210626180826	20210623130442.0	1021263009	8081	wikitext	125.0	2003-04-26	82.0	2690.0	13.0	22	44.0	18	0.15617751662285448	15226	33528
876	Martin Luther Univ Halle-Wittenberg	4993	1969	700	168	4231	2643	276.0	University_of_Halle-Wittenberg		33565249	0	Martin_Luther_University_of_Halle-Wittenberg	0	0	20210630195935	20210610085710.0	1008909062	16306	wikitext	483.0	2003-03-20	261.0	7420.0	4.0	40		18	0.14019627478469857	39303	77196
877	Univ Hohenheim	2753	1455	339	129	2101	1286	276.0	University_of_Hohenheim	1818.0	13803280	0	University_of_Hohenheim	0	0	20210626184225	20210627225527.0	1017533789	12799	wikitext	215.0	2007-10-19	76.0	2969.0	1.0	18	203.0	14	0.12313839447875045	17162	35040
878	Univ Lübeck	3387	1154	531	112	3024	2062	276.0	University_of_Lübeck	1964.0	9857257	0	University_of_Lübeck	0	0	20210626183632	20210626191307.0	1019083499	4800	wikitext	67.0	2007-03-04	45.0	1627.0	6.0	15	57.0	14	0.15677590788308238	10058	22568
880	Philipps-Univ Marburg	5405	2338	729	244	4545	2694	276.0	University_of_Marburg	1527.0	499094	0	University_of_Marburg	0	0	20210627001535	20210627001956.0	1030579042	13674	wikitext	382.0	2004-03-02	257.0	8230.0	7.0	44	494.0	17	0.13487511563367252	45786	93425
882	Techn Univ Bergakad Freiberg	1867	924	159	63	1464	508	276.0	Freiberg_University_of_Mining_and_Technology	1765.0	1714346	0	Technical_University_of_Bergakademie_Freiberg	0	0	20210626181757	20210624132607.0	1013038144	4697	wikitext	137.0	2005-04-09	83.0	1957.0		24	256.0	16	0.08516336368505624	4695	4695
883	Univ Münster	10778	4866	1663	616	8728	5871	276.0	University_of_Münster	1780.0	172246	0	University_of_Münster	0	0	20210626180802	20210625160206.0	1030382479	11254	wikitext	448.0	2003-01-21	229.0	7887.0	7.0	36	241.0	18	0.1542957877157172	42909	86302
884	Univ Rostock	5172	2228	549	192	4213	2631	276.0	University_of_Rostock	1419.0	670437	0	University_of_Rostock	0	0	20210626181128	20210624032735.0	1029824922	33808	wikitext	406.0	2004-05-21	189.0	5287.0	18.0	39	602.0	17	0.10614849187935035	28396	60562
885	Ulm Univ	7302	2948	1048	281	6242	4310	276.0	University_of_Ulm	1967.0	5290513	0	University_of_Ulm	0	0	20210626182830	20210625160640.0	1030380578	14428	wikitext	449.0	2006-05-25	130.0	3803.0	7.0	19	54.0	15	0.14352232265132842	23106	47832
916	Hebrew Univ Jerusalem	11297	5617	1491	556	8624	5704	376.0	Hebrew_University_of_Jerusalem	1925.0	229168	0	Hebrew_University_of_Jerusalem	0	0	20210701003109	20210701003524.0	1031319405	39762	wikitext	1377.0	2003-05-18	717.0	40023.0	33.0	82	96.0	18	0.13198194210852437	146898	279549
920	Bar-Ilan Univ	4813	2542	440	198	3627	2132	376.0	Bar-Ilan_University	1955.0	521509	0	Bar-Ilan_University	0	0	20210630041419	20210630042339.0	1027656750	23347	wikitext	504.0	2004-03-12	272.0	11297.0	19.0	31	66.0	17	0.09141907334302929	47123	97302
921	Tel Aviv Univ	18481	9518	2336	809	13776	8924	376.0	Tel_Aviv_University	1956.0	161402	0	Tel_Aviv_University	0	0	20210630041419	20210630041436.0	1028722937	29690	wikitext	1008.0	2002-12-24	478.0	20483.0	22.0	41	65.0	19	0.12640008657540178	87258	178124
922	Ben-Gurion Univ Negev	8318	4351	762	310	6232	3583	376.0	Ben-Gurion_University_of_the_Negev	1969.0	351524	0	Ben-Gurion_University_of_the_Negev	0	0	20210630041419	20210630041933.0	1028672357	13310	wikitext	684.0	2003-10-28	264.0	8924.0	8.0	34	52.0	18	0.0916085597499399	41773	87092
924	Univ Haifa	4316	2176	375	123	3256	1625	376.0	University_of_Haifa	1963.0	20936410	0	University_of_Haifa	0	0	20210630041419	20210630042343.0	1024684422	13421	wikitext	443.0	2003-11-16	244.0	7816.0	9.0	30	58.0	18	0.08688600556070436	34162	68711
947	Med Univ Białystok	1654	970	129	65	1122	959	616.0	Medical_University_of_Białystok	1950.0	905302	0	Medical_University_of_Białystok	0	0	20210626181304	20210623122558.0	1005981296	10831	wikitext	96.0	2004-08-16	60.0	697.0	7.0	8	71.0	17	0.07799274486094317	5101	10339
958	Med Univ Lublin	2305	1280	143	62	1691	1343	616.0	Medical_University_of_Lublin	1950.0	2308968	0	Medical_University_of_Lublin	0	0	20210626182014	20210623123159.0	1009391295	3066	wikitext	111.0	2005-07-26	66.0	1585.0	1.0	12	71.0	16	0.062039045553145336	8563	18821
959	Med Univ Lódz	2958	1531	287	80	2155	1776	616.0	Medical_University_of_Łódź	2002.0	869497	0	Medical_University_of_Łódź	0	0	20210626181244	20210623130827.0	1016443487	7251	wikitext	127.0	2004-07-31	81.0	877.0		9	19.0	17	0.09702501690331305	5634	12293
960	Med Univ Gdansk	2568	1242	267	85	1987	1495	616.0	Gdańsk_Medical_University	1945.0	2613731	0	Medical_University_of_Gdańsk	0	0	20210626182130	20210623152745.0	1023135026	20557	wikitext	319.0	2005-09-04	134.0	1410.0	13.0	9	76.0	16	0.10397196261682243	7538	15901
962	Univ Agr Kraków	1583	956	103	57	1069	798	616.0	Agricultural_University_of_Kraków	1890.0	11715580	0	Agricultural_University_of_Kraków	0	0	20210626183905	20210626185423.0	995202885	6448	wikitext	63.0	2007-06-11	41.0	617.0		8	131.0	14	0.06506632975363234	3495	7445
963	Univ Life Sci Lublin	1578	1031	60	37	1004	876	616.0	University_of_Life_Sciences_in_Lublin	1944.0	29079851	0	University_of_Life_Sciences_in_Lublin	0	0	20210626191122	20210626193049.0	1004570763	8542	wikitext	60.0	2010-10-06	24.0	507.0	7.0	6	77.0	11	0.03802281368821293	3446	7337
964	Poznań Univ Life Sci	1944	1065	143	65	1451	1046	616.0	University_of_Life_Sciences_in_Poznań	1870.0	12753036	0	University_of_Life_Sciences_in_Poznań	0	0	20210626184054	20210626193001.0	1006898970	2542	wikitext	39.0	2007-08-13	23.0	867.0		7	151.0	14	0.073559670781893	4730	9405
975	W Pomeranian Univ Technol - Szczecin	1400	937	78	42	773	636	616.0	West_Pomeranian_University_of_Technology	2009.0	21148687	0	West_Pomeranian_University_of_Technology	0	0	20210626185419	20210626191050.0	977716334	5642	wikitext	46.0	2009-01-18	30.0	1009.0		13	12.0	12	0.055714285714285716	5367	11603
989	Carlos III Univ Madrid	3575	1625	311	125	2910	2031	724.0	Charles_III_University_of_Madrid	1989.0	5412557	0	Charles_III_University_of_Madrid	0	0	20210626182844	20210623142651.0	1027424248	17153	wikitext	247.0	2006-06-03	146.0	5682.0	16.0	20	32.0	15	0.086993006993007	28667	61323
998	Miguel Hernández Univ	2469	1152	245	98	2049	1276	724.0	Miguel_Hernández_University_of_Elche	1996.0	1274327	0	Miguel_Hernández_University_of_Elche	0	0	20210626212146	20210626235329.0	1021240234	18223	wikitext	234.0	2004-12-13	78.0	1092.0	1.0	10	25.0	17	0.09923045767517213	8433	18312
1002	Univ Almería	1962	1075	165	82	1513	796	724.0	University_of_Almería	1993.0	22682258	0	University_of_Almería	0	0	20210627001535	20210627001955.0	1014998420	6910	wikitext	65.0	2009-05-04	46.0	1090.0	6.0	9	28.0	12	0.08409785932721713	7219	15238
1003	Univ Jaume I	2560	1275	251	107	2048	1780	724.0	Jaume_I_University	1991.0	2820785	0	Jaume_I_University	0	0	20210627001535	20210627001955.0	1025709719	5618	wikitext	98.0	2005-10-02	69.0	1731.0		13	30.0	16	0.098046875	11005	22417
1014	Anadolu Univ	1420	856	89	53	945	373	792.0	Anadolu_University	1958.0	1895120	0	Anadolu_University	0	0	20210627093700	20210627093656.0	1030660541	8695	wikitext	226.0	2005-05-16	131.0	3832.0	5.0	19	63.0	16	0.06267605633802817	21639	43624
1015	Koç Univ	2326	1069	237	84	1846	1147	792.0	Koç_University	1993.0	2239524	0	Koç_University	0	0	20210630074744	20210630074958.0	1018598750	24994	wikitext	432.0	2005-07-15	234.0	9530.0	45.0	14	28.0	16	0.10189165950128977	53682	99870
1016	Başkent Univ	1421	842	50	21	881	485	792.0	Başkent_University	1994.0	11321206	0	Başkent_University	0	0	20210626183829	20210626214035.0	1027973113	5350	wikitext	85.0	2007-05-20	51.0	2228.0		10	27.0	14	0.03518648838845883	11051	23199
1033	Eskişehir Osmangazi Univ	1600	896	98	38	1155	450	792.0	Eskişehir_Osmangazi_University	1993.0	10491294	0	Eskişehir_Osmangazi_University	0	0	20210626183726	20210627044033.0	1016210157	2230	wikitext	291.0	2007-04-06	94.0	1343.0		4	28.0	14	0.06125	7562	14526
1034	Queen Mary Univ London	11281	3779	2243	627	10038	9277	826.0	Queen_Mary,_University_of_London		422461	0	Queen_Mary_University_of_London	0	0	20210630143700	20210630144546.0	1031241011	82024	wikitext	2233.0	2004-01-06	845.0	33134.0	107.0	31		17	0.19882989096711284	170014	358830
1037	London Sch Econ & Polit Sci	3788	1917	683	309	2801	3306	826.0	London_School_of_Economics	1895.0	67704	0	London_School_of_Economics	0	0	20210628152026	20210628152611.0	1030885796	130840	wikitext	6152.0	2002-08-04	2394.0	113996.0	191.0	70	126.0	19	0.18030623020063358	579020	1169777
1046	Technion - Israel Inst Technol	9627	5045	1260	504	6873	4776	376.0	Technion_-_Israel_Institute_of_Technology		161784	0	Technion_–_Israel_Institute_of_Technology	0	0	20210630041419	20210630041926.0	1025644254	54116	wikitext	1131.0	2002-12-26	524.0	17283.0	67.0	35		19	0.13088189467123715	78168	154028
1047	Weizmann Inst Sci	5720	2536	1172	502	4597	4242	376.0	Weizmann_Institute_of_Science	1934.0	428545	0	Weizmann_Institute_of_Science	0	0	20210630041419	20210630041821.0	1029248214	16822	wikitext	679.0	2004-01-12	273.0	13574.0	11.0	33	87.0	17	0.2048951048951049	58600	116915
1052	Univ Buenos Aires	8078	3574	673	197	6790	4183	32.0	University_of_Buenos_Aires	1821.0	477714	0	University_of_Buenos_Aires	0	0	20210626212142	20210626222513.0	1025880263	29260	wikitext	646.0	2004-02-20	367.0	9814.0	31.0	58	200.0	17	0.08331270116365437	53165	111175
1053	Univ Nal La Plata	4756	2028	330	91	4110	2622	32.0	National_University_of_La_Plata	1897.0	2736758	0	National_University_of_La_Plata	0	0	20210626182158	20210625170306.0	1022642876	29543	wikitext	299.0	2005-09-23	147.0	1928.0		19	124.0	16	0.06938603868797309	12101	27164
